timestamp,aggregate
2026-01-01 00:04:52,204.4
2026-01-01 00:04:58,203.0
2026-01-01 00:05:04,203.95
2026-01-01 00:05:10,205.73
2026-01-01 00:05:16,197.01
2026-01-01 00:05:22,194.65
2026-01-01 00:05:28,200.05
2026-01-01 00:05:34,200.4
2026-01-01 00:05:40,198.69
2026-01-01 00:05:46,191.95
2026-01-01 00:05:52,203.03
2026-01-01 00:05:58,202.99
2026-01-01 00:06:04,197.52
2026-01-01 00:06:10,205.16
2026-01-01 00:06:16,202.41
2026-01-01 00:06:22,203.54
2026-01-01 00:06:28,202.4
2026-01-01 00:06:34,197.38
2026-01-01 00:06:40,202.8
2026-01-01 00:06:46,198.89
2026-01-01 00:06:52,197.96
2026-01-01 00:06:58,192.36
2026-01-01 00:07:04,192.48
2026-01-01 00:07:10,199.21
2026-01-01 00:07:16,196.22
2026-01-01 00:07:22,196.68
2026-01-01 00:07:28,201.06
2026-01-01 00:07:34,192.27
2026-01-01 00:07:40,198.59
2026-01-01 00:07:46,192.91
2026-01-01 00:07:52,202.47
2026-01-01 00:07:58,191.77
2026-01-01 00:08:04,210.2
2026-01-01 00:08:10,197.13
2026-01-01 00:08:16,200.3
2026-01-01 00:08:22,196.02
2026-01-01 00:08:28,203.85
2026-01-01 00:08:34,200.29
2026-01-01 00:08:40,199.62
2026-01-01 00:08:46,191.25
2026-01-01 00:08:52,197.94
2026-01-01 00:08:58,202.36
2026-01-01 00:09:04,192.55
2026-01-01 00:09:10,199.92
2026-01-01 00:09:16,200.64
2026-01-01 00:09:22,202.93
2026-01-01 00:09:28,197.16
2026-01-01 00:09:34,198.48
2026-01-01 00:09:40,193.86
2026-01-01 00:09:46,207.75
2026-01-01 00:09:52,193.79
2026-01-01 00:09:58,197.33
2026-01-01 00:10:04,193.56
2026-01-01 00:10:10,198.33
2026-01-01 00:10:16,208.02
2026-01-01 00:10:22,200.0
2026-01-01 00:10:28,201.93
2026-01-01 00:10:34,212.73
2026-01-01 00:10:40,203.52
2026-01-01 00:10:46,201.41
2026-01-01 00:10:52,205.33
2026-01-01 00:10:58,205.92
2026-01-01 00:11:04,203.2
2026-01-01 00:11:10,201.17
2026-01-01 00:11:16,204.07
2026-01-01 00:11:22,197.91
2026-01-01 00:11:28,205.05
2026-01-01 00:11:34,194.37
2026-01-01 00:11:40,200.41
2026-01-01 00:11:46,195.35
2026-01-01 00:11:52,197.79
2026-01-01 00:11:58,201.11
2026-01-01 00:12:04,203.95
2026-01-01 00:12:10,204.83
2026-01-01 00:12:16,193.71
2026-01-01 00:12:22,200.88
2026-01-01 00:12:28,194.93
2026-01-01 00:12:34,203.42
2026-01-01 00:12:40,198.44
2026-01-01 00:12:46,198.0
2026-01-01 00:12:52,193.76
2026-01-01 00:12:58,196.94
2026-01-01 00:13:04,191.67
2026-01-01 00:13:10,197.91
2026-01-01 00:13:16,194.82
2026-01-01 00:13:22,193.79
2026-01-01 00:13:28,204.41
2026-01-01 00:13:34,202.07
2026-01-01 00:13:40,200.2
2026-01-01 00:13:46,198.39
2026-01-01 00:13:52,201.8
2026-01-01 00:13:58,201.8
2026-01-01 00:14:04,205.29
2026-01-01 00:14:10,194.32
2026-01-01 00:14:16,200.86
2026-01-01 00:14:22,198.84
2026-01-01 00:14:28,203.01
2026-01-01 00:14:34,202.39
2026-01-01 00:14:40,204.26
2026-01-01 00:14:46,195.57
2026-01-01 00:14:52,199.22
2026-01-01 00:14:58,205.81
2026-01-01 00:15:04,200.67
2026-01-01 00:15:10,205.85
2026-01-01 00:15:16,204.38
2026-01-01 00:15:22,193.15
2026-01-01 00:15:28,203.33
2026-01-01 00:15:34,196.01
2026-01-01 00:15:40,202.74
2026-01-01 00:15:46,201.85
2026-01-01 00:15:52,200.75
2026-01-01 00:15:58,205.81
2026-01-01 00:16:04,199.87
2026-01-01 00:16:10,200.09
2026-01-01 00:16:16,194.78
2026-01-01 00:16:22,197.1
2026-01-01 00:16:28,195.83
2026-01-01 00:16:34,203.64
2026-01-01 00:16:40,197.2
2026-01-01 00:16:46,202.27
2026-01-01 00:16:52,197.36
2026-01-01 00:16:58,199.31
2026-01-01 00:17:04,200.37
2026-01-01 00:17:10,199.33
2026-01-01 00:17:16,200.18
2026-01-01 00:17:22,207.09
2026-01-01 00:17:28,199.86
2026-01-01 00:17:34,198.73
2026-01-01 00:17:40,204.15
2026-01-01 00:17:46,205.98
2026-01-01 00:17:52,200.27
2026-01-01 00:17:58,199.41
2026-01-01 00:18:04,198.41
2026-01-01 00:18:10,206.78
2026-01-01 00:18:16,204.77
2026-01-01 00:18:22,203.2
2026-01-01 00:18:28,202.93
2026-01-01 00:18:34,187.91
2026-01-01 00:18:40,198.74
2026-01-01 00:18:46,203.8
2026-01-01 00:18:52,201.94
2026-01-01 00:18:58,205.12
2026-01-01 00:19:04,197.59
2026-01-01 00:19:10,201.32
2026-01-01 00:19:16,198.73
2026-01-01 00:19:22,198.31
2026-01-01 00:19:28,205.73
2026-01-01 00:19:34,198.27
2026-01-01 00:19:40,207.12
2026-01-01 00:19:46,199.07
2026-01-01 00:19:52,191.18
2026-01-01 00:19:58,190.78
2026-01-01 00:20:04,203.32
2026-01-01 00:20:10,202.06
2026-01-01 00:20:16,197.74
2026-01-01 00:20:22,193.79
2026-01-01 00:20:28,199.1
2026-01-01 00:20:34,203.22
2026-01-01 00:20:40,198.96
2026-01-01 00:20:46,198.53
2026-01-01 00:20:52,203.84
2026-01-01 00:20:58,198.44
2026-01-01 00:21:04,204.99
2026-01-01 00:21:10,198.21
2026-01-01 00:21:16,196.16
2026-01-01 00:21:22,200.11
2026-01-01 00:21:28,195.82
2026-01-01 00:21:34,193.57
2026-01-01 00:21:40,198.65
2026-01-01 00:21:46,194.73
2026-01-01 00:21:52,201.53
2026-01-01 00:21:58,199.4
2026-01-01 00:22:04,205.56
2026-01-01 00:22:10,194.39
2026-01-01 00:22:16,199.86
2026-01-01 00:22:22,196.58
2026-01-01 00:22:28,200.76
2026-01-01 00:22:34,196.67
2026-01-01 00:22:40,198.16
2026-01-01 00:22:46,204.58
2026-01-01 00:22:52,200.36
2026-01-01 00:22:58,203.96
2026-01-01 00:23:04,198.88
2026-01-01 00:23:10,202.46
2026-01-01 00:23:16,199.75
2026-01-01 00:23:22,194.04
2026-01-01 00:23:28,198.05
2026-01-01 00:23:34,198.9
2026-01-01 00:23:40,201.12
2026-01-01 00:23:46,198.17
2026-01-01 00:23:52,200.25
2026-01-01 00:23:58,198.46
2026-01-01 00:24:04,198.03
2026-01-01 00:24:10,197.19
2026-01-01 00:24:16,195.96
2026-01-01 00:24:22,199.47
2026-01-01 00:24:28,206.75
2026-01-01 00:24:34,192.15
2026-01-01 00:24:40,195.78
2026-01-01 00:24:46,200.08
2026-01-01 00:24:52,195.08
2026-01-01 00:24:58,212.01
2026-01-01 00:25:04,202.73
2026-01-01 00:25:10,199.41
2026-01-01 00:25:16,200.68
2026-01-01 00:25:22,196.69
2026-01-01 00:25:28,194.26
2026-01-01 00:25:34,200.5
2026-01-01 00:25:40,199.38
2026-01-01 00:25:46,196.48
2026-01-01 00:25:52,201.57
2026-01-01 00:25:58,205.69
2026-01-01 00:26:04,199.26
2026-01-01 00:26:10,200.59
2026-01-01 00:26:16,198.09
2026-01-01 00:26:22,205.78
2026-01-01 00:26:28,201.66
2026-01-01 00:26:34,204.36
2026-01-01 00:26:40,201.47
2026-01-01 00:26:46,203.94
2026-01-01 00:26:52,201.36
2026-01-01 00:26:58,199.25
2026-01-01 00:27:04,199.71
2026-01-01 00:27:10,196.94
2026-01-01 00:27:16,195.99
2026-01-01 00:27:22,191.98
2026-01-01 00:27:28,201.68
2026-01-01 00:27:34,203.07
2026-01-01 00:27:40,197.94
2026-01-01 00:27:46,191.82
2026-01-01 00:27:52,196.74
2026-01-01 00:27:58,198.99
2026-01-01 00:28:04,191.89
2026-01-01 00:28:10,198.28
2026-01-01 00:28:16,193.37
2026-01-01 00:28:22,197.59
2026-01-01 00:28:28,199.36
2026-01-01 00:28:34,200.9
2026-01-01 00:28:40,199.42
2026-01-01 00:28:46,197.58
2026-01-01 00:28:52,198.08
2026-01-01 00:28:58,196.64
2026-01-01 00:29:04,198.1
2026-01-01 00:29:10,205.14
2026-01-01 00:29:16,201.85
2026-01-01 00:29:22,198.8
2026-01-01 00:29:28,197.84
2026-01-01 00:29:34,198.83
2026-01-01 00:29:40,206.58
2026-01-01 00:29:46,208.59
2026-01-01 00:29:52,201.67
2026-01-01 00:29:58,196.93
2026-01-01 00:30:04,195.89
2026-01-01 00:30:10,197.29
2026-01-01 00:30:16,197.73
2026-01-01 00:30:22,206.41
2026-01-01 00:30:28,199.51
2026-01-01 00:30:34,195.34
2026-01-01 00:30:40,201.23
2026-01-01 00:30:46,194.6
2026-01-01 00:30:52,203.37
2026-01-01 00:30:58,193.69
2026-01-01 00:31:04,199.2
2026-01-01 00:31:10,202.89
2026-01-01 00:31:16,200.82
2026-01-01 00:31:22,197.57
2026-01-01 00:31:28,204.51
2026-01-01 00:31:34,194.64
2026-01-01 00:31:40,196.64
2026-01-01 00:31:46,201.04
2026-01-01 00:31:52,203.14
2026-01-01 00:31:58,195.86
2026-01-01 00:32:04,201.4
2026-01-01 00:32:10,195.32
2026-01-01 00:32:16,203.95
2026-01-01 00:32:22,199.06
2026-01-01 00:32:28,191.03
2026-01-01 00:32:34,203.43
2026-01-01 00:32:40,205.0
2026-01-01 00:32:46,199.51
2026-01-01 00:32:52,197.05
2026-01-01 00:32:58,196.49
2026-01-01 00:33:04,205.9
2026-01-01 00:33:10,205.19
2026-01-01 00:33:16,200.82
2026-01-01 00:33:22,191.08
2026-01-01 00:33:28,197.43
2026-01-01 00:33:34,197.94
2026-01-01 00:33:40,200.32
2026-01-01 00:33:46,200.28
2026-01-01 00:33:52,204.81
2026-01-01 00:33:58,203.29
2026-01-01 00:34:04,199.53
2026-01-01 00:34:10,205.04
2026-01-01 00:34:16,199.77
2026-01-01 00:34:22,202.96
2026-01-01 00:34:28,199.86
2026-01-01 00:34:34,189.31
2026-01-01 00:34:40,201.12
2026-01-01 00:34:46,196.34
2026-01-01 00:34:52,198.22
2026-01-01 00:34:58,198.74
2026-01-01 00:35:04,197.29
2026-01-01 00:35:10,199.34
2026-01-01 00:35:16,201.7
2026-01-01 00:35:22,196.43
2026-01-01 00:35:28,201.22
2026-01-01 00:35:34,198.43
2026-01-01 00:35:40,197.67
2026-01-01 00:35:46,199.93
2026-01-01 00:35:52,198.68
2026-01-01 00:35:58,205.04
2026-01-01 00:36:04,204.15
2026-01-01 00:36:10,196.39
2026-01-01 00:36:16,201.03
2026-01-01 00:36:22,205.94
2026-01-01 00:36:28,200.58
2026-01-01 00:36:34,202.36
2026-01-01 00:36:40,200.0
2026-01-01 00:36:46,198.31
2026-01-01 00:36:52,197.28
2026-01-01 00:36:58,203.7
2026-01-01 00:37:04,194.97
2026-01-01 00:37:10,196.66
2026-01-01 00:37:16,203.17
2026-01-01 00:37:22,192.35
2026-01-01 00:37:28,203.48
2026-01-01 00:37:34,205.29
2026-01-01 00:37:40,196.06
2026-01-01 00:37:46,205.1
